 #No_Constraint #No_Constraint
   #Erot(W)cm-1    #Speed(m/s)
         113.23         901.94
         881.57         381.08
          54.18         530.79
         337.56         407.29
         125.82         581.12
         801.10         519.59
         454.67         830.09
         141.16         990.98
         196.42         424.97
         168.55         671.41
         261.44         479.14
         284.20         456.89
         888.52         637.84
         201.40         358.16
         366.95         179.40
          48.77         335.61
         228.01         393.90
          73.64         400.33
         708.91         516.26
         333.73         328.68
        1512.25         512.84
          96.59         947.86
         105.80         507.12
         971.28         448.77
         109.04         776.29
         244.31         293.04
         114.56         591.68
         383.13         591.82
         779.55         567.86
         143.72         420.81
         136.20         582.12
         120.46         358.50
         410.85         867.63
          61.56         531.00
         336.02         949.24
          96.60         580.49
          73.43         390.17
          96.56         300.27
         186.86         694.49
         244.85         605.87
         121.19         429.78
         540.43         256.07
         368.39         204.76
         243.91         316.84
         124.47         229.98
         305.62         392.44
         974.53         356.13
         177.87         451.96
         343.52         423.99
         123.47         442.96
         535.76         215.19
         631.91         686.14
        1352.86         550.17
         330.34         706.77
         296.94         240.52
         695.78         535.27
         179.78         245.59
         287.52         343.77
         215.70         421.37
          76.33         334.19
         116.58         367.86
         343.55         370.30
         553.45         412.22
         404.99         459.15
         432.33         654.06
         568.54         672.64
         394.69         706.83
        1975.32         232.50
         323.62         444.16
         112.42         248.35
          49.97         379.95
         301.95         332.69
         385.57         374.56
         217.05         409.55
          53.69         548.43
         491.45         411.69
         386.17         281.97
         700.09         136.38
         525.07         673.93
         458.14         437.72
         401.47         750.58
         146.12         673.65
         471.33         144.87
         116.86         486.26
          33.45         386.80
        1142.70         457.57
         583.16         153.36
        1119.24         465.18
          93.58         779.14
         564.06         711.28
        1601.89         410.29
         603.75         710.38
         514.57         231.10
         365.66         502.42
         290.14         558.00
          96.18         513.84
         334.27         258.21
         162.43         576.50
          68.28         551.02
         499.24         631.38
         619.73         292.50
         730.12         595.19
         301.97         604.88
         280.68         812.20
         110.80         624.60
         145.91        1014.22
         612.20         399.90
         300.57         314.37
         249.10         532.75
         172.72         450.53
        1459.09         924.05
         284.92         450.36
         181.04         465.76
          64.40         242.17
        1382.80         682.70
         104.23         434.08
         337.21         352.12
         153.01         279.32
         266.86         505.04
         169.68         571.16
         376.89         145.31
         445.04         656.72
         651.54         675.87
         544.08         677.74
         256.10         566.63
         656.73         371.50
         402.94         495.34
         450.83         843.65
          82.35         327.30
         457.84         641.39
        1274.51         528.05
         976.44         699.62
         605.88        1248.85
          53.46         569.72
         112.37         837.63
         101.99         384.53
          48.43         830.91
         328.45        2112.66
         368.36         376.83
         886.12         592.66
         213.27         611.72
         290.20        1320.00
        1229.38         464.88
         136.77         930.22
         198.38         949.33
         523.31         513.02
         605.43         406.21
          52.68         164.53
         163.45         618.41
         626.34         221.56
         407.57         674.78
         300.76         473.37
          64.05         675.83
         486.70         379.41
         376.76         354.28
         307.19         275.23
          38.11         710.39
         381.21         310.31
          76.38         964.15
         306.71        1007.13
         550.04         237.91
         207.59         272.53
         404.56         452.38
         406.02         816.33
         468.42         325.30
          41.63         438.81
         218.25         183.37
         472.48         579.15
         145.50         233.46
         160.55         418.50
        2133.99         331.32
         451.89         186.27
          74.25         501.71
         672.62         543.30
         243.88         200.62
         530.85         566.85
         233.64         787.96
         168.58         380.95
         233.56         616.78
        1239.63         848.19
         496.47         625.74
         522.72         303.61
         874.63         257.69
         216.53         413.05
         443.82         243.73
         926.38         620.53
         132.64         487.21
         115.94         283.84
         196.76         335.81
         353.43         538.41
         867.58         201.22
         706.61         249.91
         523.24         717.98
         915.22         602.61
         542.61         490.44
         431.46         488.72
         583.65         474.89
         136.65         216.54
          61.58         275.63
         305.84         181.22
         536.36         367.43
         430.09         225.29
         147.71         249.70
         342.09         750.37
         868.83         802.58
         285.83         324.09
         531.45         558.13
         788.99         520.70
         453.03         332.53
         128.94         761.44
         125.49         578.79
         649.31         404.73
        1173.91         218.73
         797.61         751.10
         854.93         830.43
         214.16         482.33
         145.23         226.60
         108.86         307.19
         799.20         572.28
         148.09         501.90
         712.13         238.08
         439.08         811.40
         721.93         785.34
         518.66         201.53
        1059.63         808.05
          93.90         390.07
         355.16         456.95
         186.97         208.63
         894.66         363.65
        1425.80         529.48
         317.22         187.94
         116.68         456.85
         174.69         183.98
         577.13         488.20
         160.52         290.43
          21.73         283.72
         120.16         461.83
          98.82         568.95
         226.90         276.67
         473.81         421.41
         344.56         775.97
         281.79         240.95
          93.12         352.60
         153.43         200.82
         508.05         331.24
         206.04         255.03
         455.66         481.94
         163.47         598.75
         798.48         541.53
         218.59         407.70
         540.40         711.40
         432.04         468.29
         506.29         831.13
         131.71         286.68
        1367.61         862.84
         375.11         428.57
          53.51         376.37
          70.83         906.78
         724.72         278.75
         853.56         751.54
         289.37         482.19
         415.61         564.08
         390.28         256.71
         188.63         230.43
         162.55         459.56
         317.75         492.38
         325.91         822.50
         325.74         440.74
         105.07         574.04
          88.49         312.73
         206.84         294.22
         777.68         724.23
         745.40         799.03
         243.62         632.70
         205.92         184.02
         323.44         984.58
         667.84         590.64
          89.36         510.74
         211.13         625.39
         270.14         770.56
        1209.75         314.75
         470.47         537.68
         234.09         509.63
         942.70         964.13
         444.97         298.83
         225.37         409.48
         231.72          95.19
         201.62         311.00
         615.43         437.60
         106.13         355.50
         356.60         398.18
         333.85         555.77
         425.83         415.34
         412.59         262.05
         222.02         463.66
          16.85         333.01
         220.18         367.41
         143.40         315.48
         656.12         596.30
         872.89         541.92
         127.19         469.22
         234.65         329.12
         287.57         254.84
         338.91         243.12
         125.14         203.54
         185.98         107.56
          98.80         362.28
         181.44         212.60
         163.33         476.32
         158.33         543.45
         525.63         495.28
         525.09         710.42
         348.00         343.38
         157.82         317.40
          13.85         557.02
         271.25         163.08
         346.64         927.07
         141.67         264.65
         525.82         673.19
         216.87         309.21
         760.48         626.82
          89.30         543.74
         334.77         503.66
         614.82         376.59
         758.53         383.84
         835.13         417.41
         309.45         593.50
         850.82         658.16
         653.18         375.81
          41.24         372.03
         223.27         257.86
          90.16         745.85
        1556.58         351.24
         108.93         252.59
          75.49         772.51
         503.42         386.00
         645.77         384.96
         148.26         876.89
         182.67         985.12
         504.03         456.61
         880.37         675.48
        1017.28         504.40
          77.75         311.56
         238.18         274.14
        1150.08         870.45
         630.88         169.35
        1135.98         434.08
          63.37         495.43
         429.76         604.95
         835.24         464.46
         547.70         352.41
         377.37         256.27
         573.77         759.98
          76.86         595.62
          81.77         405.04
         172.37         502.20
        1129.21         688.63
         542.70         173.22
         312.62         550.01
         215.97         450.84
         467.87         494.81
         242.72         470.63
         252.71         291.74
         972.65         631.19
         261.64         481.49
         149.77         340.19
         488.93         482.77
        2585.18         440.47
          12.46         401.96
         448.43         257.45
         968.97         304.53
          55.12         448.28
         643.45         704.76
         220.78         612.53
         562.12          99.09
         515.70         245.71
         614.12         421.91
         718.99         570.47
         708.96         257.40
         134.23         257.15
         189.41         495.92
         617.49         186.16
         424.24         196.77
         187.03         349.91
          45.25         534.63
         924.11         703.41
         430.17         221.86
        1077.61         454.72
         135.31         441.56
         229.59         189.68
         165.85         257.16
          74.33         119.48
         165.04         173.32
         341.70         592.37
         101.70         338.12
         587.05         343.93
          83.58         397.46
         464.50         262.60
         278.95         900.70
         286.83         334.48
         345.73         603.26
         124.29         415.40
          94.24         478.01
          19.81         230.72
         211.64         633.04
         677.02         665.86
        1820.17         514.24
         713.58         607.94
          35.27         515.32
         574.53         174.86
        1565.20         477.68
         575.29         401.99
         584.77         495.46
         261.75         426.56
          16.54         371.25
         131.28         369.44
         499.46         423.50
          26.21         456.97
         421.88          77.39
         292.19         209.43
         341.95         448.51
         298.19         325.32
         780.27         825.26
         134.27         492.56
         120.35         360.15
          21.76         415.03
         284.03         421.28
         911.95         106.90
          49.71         822.68
        1023.50         363.41
         481.28         552.72
         152.59         450.97
          13.52         848.70
         175.38         817.26
         207.09         975.71
         252.30         562.79
         344.57         371.95
         352.63         534.04
         393.37         227.22
         444.78         195.68
         288.75         297.11
         571.41         605.61
         179.03         760.14
         461.01         973.30
         860.73        1204.96
         218.03         396.60
         266.44         508.00
         581.37         189.88
         145.58         773.53
         371.67         159.14
         554.51         627.73
         490.18         293.00
         713.74         441.44
         163.55         678.29
         325.52         302.20
         110.70         516.01
          84.24         581.15
         548.61         564.21
         328.02         498.82
         179.05         371.48
         317.86         504.65
         372.15         473.13
         185.45         200.50
          60.15         780.12
         572.72         407.04
        1416.36         569.17
        1221.47         576.53
         322.29         427.63
         317.36         402.52
         838.56         455.42
         628.73         382.54
         236.63         358.92
         586.13         331.70
         134.85         582.65
         472.69         673.93
          90.69         599.96
         736.08        1118.87
         300.34         366.71
         486.01         177.21
         502.05         885.52
         195.48         540.36
         932.13         293.08
         175.31         353.62
        1180.15         270.12
         173.33         379.41
         568.44         757.30
         609.94         537.58
         386.50         277.48
         515.08         713.66
         472.23         680.88
         697.73         122.34
         686.05         358.23
          87.12         412.50
         716.64         165.19
           6.45         476.87
         302.92         222.15
          56.51         611.08
        1553.36        1151.61
         168.88         606.59
          89.19         633.36
         481.63         322.70
         123.13         275.48
         417.06         480.18
         526.51         801.57
         151.06         618.64
         483.29         558.54
         361.96         670.81
         187.07         725.76
          53.21         524.14
         608.08         397.69
         863.83         765.54
         157.02         633.22
         272.94         489.96
         749.82         629.89
        1172.06         165.57
         430.60         287.81
           1.25         476.92
         781.73         401.22
          62.15         440.33
         541.61         406.65
          31.27         633.61
         170.49         584.64
         228.11         503.30
         535.00         421.46
         390.70         756.96
         237.60         255.85
         377.11         287.36
         423.21         396.86
           9.30         613.01
         679.32         502.89
         244.90         759.29
         894.78         499.69
         172.14         991.29
         392.70         805.01
         161.75         452.71
         160.25         290.30
         794.70         506.30
         326.26         511.69
        1257.05         230.22
         500.73         711.86
         810.27         436.93
         494.61         688.71
         842.89         698.18
        1173.33         478.15
         276.53         561.77
          61.49         484.75
         614.32         716.27
         400.08         772.87
         137.17         540.74
         278.39         232.26
         171.28         735.95
        1161.32         233.59
         360.77         327.46
         795.12         806.64
         105.71         625.98
         368.72         213.02
          81.28         376.14
         669.78         382.96
         428.84         527.03
        1319.27         302.58
          46.23         666.81
         379.04         315.37
         160.93         190.63
        1279.42         518.46
          13.31        1002.11
         330.99         572.63
         539.60         135.47
         133.45         877.45
         259.88         365.78
        1153.00         193.80
         825.72         926.90
         466.41         337.72
         189.11          91.08
         224.89         475.10
         482.81         584.20
         308.88         381.37
         220.44         860.20
         174.44         618.69
         752.54         412.65
          89.54         483.91
         442.99         915.14
          66.51         391.21
         230.91         113.33
         839.83         274.73
         128.09         297.17
         769.93         268.82
         179.33         578.93
         855.18         378.45
         241.04         725.40
         659.66         165.47
        1358.98         669.99
         328.41         512.37
         289.07         669.86
         443.77         495.16
         617.82         628.61
         293.74         560.13
          54.37         765.85
         632.45         254.32
          84.82         615.44
         332.33         510.22
         421.08         239.58
         186.65         504.51
         363.12         381.30
        1102.45         779.79
         284.26         573.45
         127.98         400.68
         126.26         436.04
         170.48         201.87
         268.47         385.05
        1195.93         245.49
         391.56         499.12
         251.98         366.02
         485.24         389.28
         242.00         236.64
         375.47         269.15
         285.43         471.10
         277.21         773.09
         555.53         621.95
         149.43         336.64
         829.71         661.54
         309.52         232.15
         683.18         474.45
         116.13         461.79
         425.73         934.75
         621.05         676.44
         492.60         298.21
         506.02         776.39
         422.98         357.23
        1478.72         388.27
         119.35         141.92
         121.20         359.57
         134.75         169.91
          89.58         303.38
         198.99         518.32
         668.39         211.97
         226.48         677.05
         156.62         414.71
         416.25         400.03
         192.24         673.56
          53.24         570.88
         464.26         324.17
         466.26         166.66
         199.13         404.37
         368.20        1100.26
         442.07         555.54
        1252.74         415.82
         369.93         866.56
         985.22         543.48
         668.92         546.56
         211.84         598.99
         285.36         417.90
         674.01         534.40
         168.01         895.61
         519.38         942.93
         327.27         823.44
         169.98        1061.76
        1202.42         309.09
          81.78         769.13
         296.57         414.06
         807.68         317.05
         539.79         736.95
          78.36         896.02
         767.42         485.43
         174.50         678.32
         626.98         508.50
         146.60         657.89
         220.20         283.75
         120.10         741.51
         172.25         221.19
          29.47         745.42
        1023.73         287.26
         161.49         854.96
          87.99         518.80
         273.53         376.44
        1570.24         297.37
          69.18         786.55
         204.86         438.39
         727.21         332.68
         107.32         514.51
         475.34         260.72
         100.25         215.98
         821.10        1190.58
         436.79         929.99
         300.88         386.72
         378.89         343.75
         535.98         251.92
         108.31         825.88
         333.99         308.67
          77.06         560.46
         145.02         601.15
         428.52         755.08
         407.04         403.80
         758.16         423.63
         338.05         363.60
          61.90         900.85
         185.80         498.36
          73.54         395.52
         592.07         668.13
         191.95         526.79
          31.84         410.52
         203.16         584.80
         634.92         669.65
         857.64         344.30
         761.93         657.52
         636.33         199.61
         497.99         893.89
         883.36         344.28
         787.79         437.56
         776.14         478.12
         226.61         315.20
          55.73         198.73
         370.36         339.00
          77.01         719.76
         213.14         520.64
        1139.03         748.71
         257.27         469.85
         486.68         784.87
          58.77         148.82
         198.11         251.98
         584.80         398.37
         273.64         956.06
         631.02         355.53
         195.80         677.91
         424.11         409.49
         107.17         596.30
         276.99         421.47
         186.10         537.11
         290.13         216.38
         652.29         260.99
         253.15         689.30
         349.30         469.66
         363.56         185.00
         161.51         267.38
         733.01         398.86
        1064.59         636.37
         228.70         311.10
         120.60         606.17
         111.37        1078.52
         694.61         653.43
         275.46         254.75
         260.31         430.31
        1008.15         498.70
          31.69         458.13
         235.65         827.83
         517.92         370.21
         935.42         301.27
        1309.10         730.98
         391.96         479.31
         160.44         731.90
         602.20         401.47
         894.00         956.70
        1140.19         576.47
         406.70         817.00
         484.73        1227.90
         383.68         276.28
         199.74         412.93
         186.58         619.98
        1394.96         464.67
         601.93         803.22
         439.09         595.36
         198.81         260.21
         155.44         718.96
         384.62         580.13
         549.40         225.53
         396.51         446.00
          28.57         329.82
         349.76         521.91
         142.94         228.64
         312.32         154.91
         113.30         502.67
         169.07         356.22
         384.08         604.28
          64.39         407.05
         167.97         520.45
         201.70         273.24
         351.03         408.25
         513.81         576.01
         322.84         241.50
         584.20         515.14
         907.51         159.63
        1041.44         747.94
         378.30         799.78
         410.51         250.71
         234.81         612.19
         393.92         466.55
         410.69         666.54
         422.59         715.62
        1303.33         501.95
         445.40         261.13
         136.42         786.64
          90.97         548.65
          67.03         694.69
         266.98         379.53
         950.21         353.32
         438.93         505.41
        1161.13         905.35
         106.88         391.07
         533.87         629.70
         121.84         345.13
         826.75         756.30
          94.26         581.03
         415.62         806.31
          62.33        1289.43
        1127.08         481.80
         484.90         865.03
         379.45         345.49
        1440.05         397.52
          43.06         126.28
        1195.18         399.69
         524.98         232.78
         403.63         416.47
        1133.23         125.49
          25.91         522.64
         167.98         143.76
          53.77         757.07
         378.41         656.08
         856.53         278.16
         409.47         815.75
         333.50         441.93
         534.00         891.01
         284.95         491.67
         409.30         497.52
         590.14         600.12
        2798.24         290.76
         415.36         449.74
         895.51         272.13
         607.07         599.02
         168.94         403.34
         138.44         524.67
          74.54         213.48
         440.07         316.50
         130.93         421.15
         223.33         388.41
          74.66         448.12
         282.32         597.11
        1208.09         656.65
         399.58         336.98
         275.31         576.54
         167.98         736.52
         141.12         640.46
         772.28         376.85
         183.39         190.91
          41.44         686.95
          94.68         400.82
         382.49         617.01
         241.85         921.41
         339.74         756.09
         348.76         599.90
         368.00         689.87
         168.35         606.95
         112.23         281.65
         278.91         379.82
         242.23         534.34
        1528.48         505.73
         130.50         316.72
         190.16         393.07
          80.36         288.87
         521.14         473.55
         204.17         521.75
         530.15         448.23
         347.92         343.44
        1070.09         259.84
         315.35         500.93
         385.28         566.22
        1061.35         495.06
         293.25         366.86
         646.20         396.11
         454.26         453.79
         270.31         403.91
         272.27         247.56
         116.34         342.68
         511.01         405.12
         267.13         627.56
         524.60         218.47
         299.37         474.82
         348.54         433.97
         594.30         810.09
         596.62         194.73
         672.52         357.65
         169.95         557.70
         291.08         740.17
         549.46         473.14
         285.00         582.13
         598.02         297.18
         364.30         370.30
         844.50         367.84
         265.75         387.51
         144.38         640.64
         378.42         692.21
         205.52         206.34
          22.08         472.01
         460.85         329.54
         227.47         709.79
         363.04         351.85
         262.98         495.06
          75.55         218.01
         275.78         382.17
         153.64         237.47
         358.47         388.77
        1047.90         395.04
         776.73         314.68
         506.48         253.58
         231.30         399.32
         455.57         250.35
         985.35         432.20
         430.88         488.92
         703.28         602.59
         212.69         744.67
          29.19         365.02
        1142.48         263.81
          49.37         352.01
         229.64         245.99
         534.26         596.86
          70.92         464.73
         763.86         520.18
         326.72         197.70
          91.88         777.73
          55.42         598.69
         947.03         390.08
         195.77         719.09
        1136.70         292.65
         412.01         387.60
         640.12         632.79
          89.52         441.75
         161.70         700.50
         386.83         364.09
          53.57         547.53
         836.34         298.71
         394.74         423.66
         101.35         419.93
         222.55         374.82
         660.59         499.52
          14.15         291.31
          27.05         558.11
          81.03         180.05
         417.88         585.77
         341.99         670.04
         280.30         938.81
         141.11         271.87
         952.54         711.97
         678.49         704.08
         232.93         265.48
        1566.41         377.52
        1435.19         278.30
        1585.53         811.77
         350.62         452.31
        1205.82         421.55
        1208.19         622.99
        1009.39         517.46
         103.79         681.13
         335.65         607.49
          85.04         376.35
         320.38         697.62
        1071.40         499.92
         199.67         627.00
         873.03         392.62
         377.45         704.85
         610.03         305.23
         266.78         741.66
         742.85         340.76
          77.00         588.43
         905.07         842.19
         230.98         252.37
          50.74         141.29
         180.25         372.75
         204.61         235.29
         667.97         348.12
         371.69         436.04
         213.23         778.47
         138.74         398.90
         269.50         554.46
         128.69         510.00
         116.14         267.68
         181.25         188.33
         475.25         527.22
          96.04         221.13
         103.31         374.86
         461.60         389.04
         173.73         348.72
          49.28         175.66
          77.18         691.75
        1267.93         321.48
         629.35         614.55
         113.57         668.76
         388.92         682.71
          44.72         511.01
         324.91         766.46
         185.89         239.73
         259.08         337.26
         929.37         195.40
         222.22         322.75
          79.19         774.38
          59.86        1111.94
         585.18         273.97
         338.76         373.84
         544.14         592.97
          93.21         640.63
          78.15         440.02
         596.15         614.67
         682.71         354.06
          32.70         381.59
         305.31         723.56
         392.44         687.73
         194.08         332.16
         279.94         184.50
          43.94         544.59
        1370.93         727.57
          95.93         171.59
         393.05         488.52
         168.70         400.29
         337.34         309.38
         581.41         645.37
         142.78         296.67
          73.58         679.96
         994.44         346.62
         497.77         548.39
         221.46         517.53
         338.55         300.25
         378.45         892.74
         567.20         523.47
          35.78         682.57
         253.64         358.41
         331.27         651.93
        1714.32         139.33
         136.38         388.38
         671.50         446.39
         145.56         416.87
         144.54         721.12
         245.15         663.91
         121.51         521.61
         735.86         321.74
        1108.46         843.63
         291.35         748.23
         770.97         518.35
         183.66         876.20
         418.11         456.19
         255.99         815.31
         576.50         738.72
         366.35         621.35
         525.00         626.60
         505.69         668.54
         371.63         675.93
         192.20         450.16
         557.84         552.26
         367.54         834.90
          32.74         682.05
         715.55         298.39
         503.38         308.68
         133.40         696.20
         461.84         855.70
          54.19         481.68
         266.13         344.77
         128.54         700.05
         294.25         263.99
        1278.96         287.99
         935.42         546.99
         264.58         452.21
         118.49         472.54
         117.30         480.49
          82.67         692.47
          59.77         326.33
         555.95         445.41
          24.66         796.56
          56.15         633.31
         289.58         752.74
         190.45         378.64
         389.55         779.15
         531.89         480.47
         276.56         227.16
         502.02         402.64
         431.41         130.63
         179.70         324.94
          13.86         297.65
        1053.52         436.11
         785.66         411.35
          66.92         515.64
         195.28         451.80
         788.76         513.65
         248.76         330.30
         894.33         174.74
         372.68         488.34
          91.29         684.43
         305.41         491.35
         220.81         266.82
          75.52         289.44
        1469.37         756.68
         661.53         461.23
         356.32         680.81
         214.49         445.03
          91.57         193.54
         217.84         333.82
          79.31         305.03
          53.60         259.97
          83.07         217.73
         113.66         800.62
          68.48         291.58
         105.56         176.04
         121.05         656.19
         142.16         326.98
         355.34         346.60
         190.31         251.69
         482.23         311.10
         166.75         803.88
         295.89         523.68
         303.66         642.29
         208.06         543.24
          61.25         596.29
         332.85         389.50
         449.27         401.12
         238.71         598.74
         112.64        1109.26
         330.54         229.36
         303.14         375.13
         188.87         447.15
         648.10         294.72
         222.68         439.48
         534.64         955.57
         969.46         498.75
        1094.85         328.13
         388.66         676.80
         114.66         376.08
         626.55         392.32
         372.57         820.87
         230.92         730.25
         566.06         737.56
         398.72         308.28
         244.52         364.98
         387.12         267.57
         501.18         387.97
         667.95         560.74
        1313.17         722.47
         144.90         421.72
         729.79         880.27
         223.99         701.22
        1059.12         449.41
         112.25         432.05
         863.23         464.90
         118.06         634.26
        1854.23         249.57
         183.81         625.90
         493.74         395.33
         113.31         373.47
         777.97         467.23
         237.88         398.66
         170.80         446.17
         234.87         301.29
        1114.79         464.20
         108.67         711.65
          40.35         423.85
         629.40         510.63
         344.09         686.61
         239.34         629.62
         212.89         611.14
         184.92         351.02
        1584.64         422.26
         394.01         338.62
         337.20         388.05
         727.61         548.99
         401.78         290.56
         145.59         233.62
         165.40         774.91
         393.91         324.00
         592.75         310.93
         409.05         123.75
         362.17         836.43
         229.54         358.34
         195.64         128.68
         536.57         116.66
         381.25         543.84
         403.77         638.14
         134.13         294.19
         399.07         398.36
         409.89         399.38
         363.86         694.48
         448.94         596.55
           6.01         437.64
         167.77         547.44
         589.28         394.53
         320.69         409.59
          84.99         294.43
         430.07         258.08
         566.46         610.28
         308.92         353.01
         565.35         162.74
         198.79         380.22
          39.74         321.61
        1011.52         340.54
         515.31         692.66
         210.76         280.69
         728.60         383.73
          83.84         269.94
         632.56         240.63
         731.25         456.53
         365.38         651.66
         275.84         293.22
         459.69         631.38
        1050.75         526.23
         915.84         590.57
          80.76         249.36
         275.78         561.80
          74.70         546.59
         120.60         593.27
        1124.28         306.53
         128.51         615.65
          12.05         379.20
         168.43         449.17
         197.74         681.11
          54.19         750.95
          63.35         253.68
         316.26         680.22
          90.36         337.67
          50.35        1334.15
         465.17         808.47
         841.77         481.35
         784.91         286.06
          49.71         533.61
        1021.41         681.94
         922.93         747.60
         178.58         335.89
         286.49         825.43
         534.69         774.44
         370.12         500.54
         549.03         476.22
          77.06         304.80
         194.95         751.78
         205.31         644.75
         875.89         882.02
         309.47         527.93
         385.65         196.24
         157.96         462.06
         596.01         576.12
         535.36         377.16
         235.98         745.19
         112.33         508.27
         407.87         328.83
         497.65         528.33
         842.46         757.06
        1869.07         675.32
         643.85         558.17
         330.03         753.29
         108.20         237.64
         380.84         834.61
         187.79         589.97
         340.34         318.98
          67.05         377.85
          46.80         476.82
         282.31         331.90
         311.22         309.16
        1131.41         632.19
         532.47         647.70
         484.55         599.88
         540.04         625.06
          93.02         290.65
         493.46         578.84
         608.49         878.14
         428.92         214.32
         507.94         272.39
         434.94         947.21
         171.13         579.58
          36.37         809.56
         176.57         728.71
         219.06         336.76
         195.16         196.07
          20.11         326.92
         612.30         384.57
         273.91         295.13
          97.57         236.26
         127.82        1190.75
         178.98         828.22
          60.18         641.23
         154.13         514.85
         455.94         689.71
         470.63         188.23
         292.63         481.21
         261.89         464.91
         243.73         367.40
         263.59         464.65
         967.96         811.91
         408.04         575.03
         489.87         450.40
         181.88         283.10
        1148.51         396.04
         550.88         633.63
         874.26         181.73
         333.32        1099.03
         259.61        1062.54
         626.33         295.79
         165.37         557.14
         428.84          86.10
         548.36         171.74
         168.86         544.01
         240.20         479.49
         349.59         558.71
         858.52         368.90
         690.42         279.49
         294.01         409.18
         654.77         500.27
         142.37         269.41
         732.52         654.54
         246.19         778.36
         181.75         925.77
        1319.30         951.05
         383.27         162.79
          40.87         365.22
         267.65         322.39
         818.44         371.47
         898.63         340.95
        1007.14         378.64
        2010.80         550.82
          57.53         516.35
         411.43         301.21
         115.42         494.72
        1172.28         426.11
         237.14         231.46
         271.51         247.61
         148.87         406.93
          95.66         271.50
         258.40         849.01
         168.50         829.33
         784.04         306.34
         699.06         675.93
          44.38          41.20
         188.68         625.47
         476.57         874.08
         456.44         501.95
          40.79         245.46
         356.41         803.90
         528.25         331.45
         932.85         545.85
         146.60         776.09
         359.44         466.49
         420.52         563.36
         891.03         810.04
         247.13         127.26
         380.16         738.81
         137.88         517.71
         808.06        1027.92
         324.07         529.59
         106.53         800.35
         228.61         852.06
         120.32          99.35
         578.84         229.75
         111.41         334.47
         535.71         681.39
         476.95         578.82
         180.75         542.48
         315.11         571.73
          33.49         336.71
         398.79         245.66
         994.08         380.71
         584.22         625.72
         108.56         339.79
         519.13         474.07
         338.54         318.85
          79.13         567.96
         671.25         273.68
         365.67         755.58
          82.20         477.69
         168.71         534.42
           7.12         388.74
         323.72         531.84
         809.01         321.78
        1963.31         146.96
          71.25         468.63
          26.33         319.01
         226.32         461.93
         190.61         523.25
          69.95         569.29
         424.57         437.49
         126.22         223.17
         729.93         671.30
         551.01         232.06
         147.73         402.65
         485.62         790.46
         227.26         356.07
         212.86         521.89
         334.79         484.88
         161.07         260.79
         312.41         567.79
         718.77         333.01
         114.05         784.54
         194.42         604.78
          98.08         524.76
        1060.67         639.66
         318.55         269.45
         185.24         556.02
         176.70         398.23
         600.53         477.29
         348.52         434.69
         102.51         395.23
         280.96         386.95
         265.21         446.72
         212.21         166.53
         269.42         600.43
          65.43         620.19
         485.35         409.35
          80.27         371.69
          51.16         811.58
         177.23         356.36
         603.39         443.66
         275.19         282.11
         493.82         521.64
         180.72         935.40
         998.43         626.92
         431.55         876.08
         545.16         277.10
         643.98         486.60
         642.31         741.99
        1513.01         234.13
         137.92         447.29
          52.49         466.55
         459.19         818.10
         754.58         613.36
         584.54         444.38
         184.45        1027.64
         466.73         643.24
         500.84         261.64
         844.38         578.24
         220.56         754.07
         218.76         552.30
         123.50         531.02
         623.52         623.63
         231.78         266.36
         526.00         354.24
         744.54         688.39
         560.13         227.67
         822.29         347.33
         663.13         546.94
         425.95         520.39
         609.38        1236.89
           7.50         965.15
         615.86         493.63
         925.74         505.89
         355.75         326.48
         178.12         379.71
         738.84         512.27
          64.02         581.77
         418.84         875.93
         266.60         683.09
         464.81         542.98
         147.69         728.36
          73.97         788.82
         188.17         621.80
         194.89         767.46
         961.73         442.76
          70.25         865.59
         347.29         537.97
         243.24         721.81
         301.05         524.92
          38.87         298.89
         157.22         296.97
         531.01         236.98
