 #No_Constraint #No_Constraint #No_Constraint
   #Erot(W)cm-1             #J    #Speed(m/s)
          16.63              1         593.67
         174.24              4         372.35
         386.85              4         542.55
         388.96              5         254.38
         486.33              5         179.42
        1814.29              9         225.75
         138.94              4         741.93
         739.69              7         352.97
         266.11              4         546.25
          64.92              2         148.71
          40.96              1         636.24
         340.07              4         474.67
         645.99              7         375.33
         123.05              3         217.67
         132.21              2         426.77
         285.11              3         273.64
         341.34              4         793.12
        1131.48              8         318.43
         586.63              5         547.64
         441.46              6         493.17
          38.90              2         729.32
         402.31              6         273.82
         673.46              6         286.62
         860.58              8         549.92
         623.28              5         149.93
         802.18              9         429.75
         255.86              4        1023.54
         553.52              6         321.12
         100.08              2         380.84
          47.01              1         292.16
         214.15              3         512.00
         177.33              4         227.90
         647.37              8         868.87
         456.16              6         223.29
         535.46              4         697.51
         228.53              4         200.36
         492.01              4         566.57
         473.34              5         431.74
         281.98              3         316.83
         633.94              6         329.94
         140.65              2        1002.35
         202.16              3         328.62
         218.20              4         499.33
         950.82              5         473.45
          93.71              2         644.28
         305.02              4         447.57
         393.39              4         499.91
         176.13              3         405.36
         151.10              3         238.52
         245.92              5         241.58
         701.80              8         463.98
         164.18              3         512.93
         488.24              4         335.04
           7.05              0         475.47
          90.57              2         409.21
         101.18              2         635.52
          93.10              2         677.16
          21.68              1         489.49
          23.33              1         820.66
        1055.82              9         223.23
         262.34              4         700.76
         540.11              5         829.07
        1117.60              9         447.73
         155.12              3         646.09
         566.38              6         766.04
         188.82              3         466.51
         866.04              6         637.71
         574.00              7         615.44
         373.28              5         508.05
          87.72              2         622.41
         392.12              4         289.26
         243.04              3         253.22
        1115.75             10         681.27
          81.39              1         216.23
         557.45              5         279.97
         121.85              3         646.02
         304.02              4         106.23
          42.98              2         389.93
         605.13              5         677.60
         641.09              6         711.61
         487.39              6         645.70
         290.37              4         274.46
         261.26              4         240.12
         668.45              7         404.20
         201.86              3         426.15
         111.36              3         717.63
         896.97              9         271.14
         250.48              3         428.02
         848.74              6         303.65
         407.93              4         483.14
         288.72              4         500.09
         600.31              5         424.64
         373.12              6         559.03
          52.38              2         666.42
         232.98              4         712.49
         251.59              4         304.44
          50.53              1         234.31
         623.33              7         479.60
          92.22              2         602.47
         709.59              5         545.21
         393.90              5         326.42
         226.58              4         263.73
         188.09              4         278.62
         389.23              4         460.12
        1011.90             10         709.16
         337.59              6         274.93
         972.73              8         961.93
          27.06              1         440.03
         354.24              5         500.07
          34.36              1         317.61
         831.19              7         650.38
         402.17              5         316.63
           5.62              0         248.10
        1299.24             10         478.98
         128.92              3         203.05
         316.55              4         477.46
         307.38              4         809.53
         793.27              6         555.99
         810.17              8         356.47
         988.79              7         345.03
         563.00              6         447.90
         569.72              7         181.86
         258.18              4         466.31
         147.32              2         628.99
         639.03              7         416.32
         132.32              2         196.60
         203.96              4         911.06
         359.49              5         735.32
         640.94              6         475.08
          86.95              3         409.00
         563.59              7         704.09
         490.76              4         414.67
          93.18              3         265.91
          49.25              2         324.77
        1164.66             10         312.48
         231.59              3         595.66
         451.26              5         342.93
          74.21              1         821.89
         184.42              3         915.60
         195.51              3         204.46
         370.51              5         193.07
        1192.93              8         634.31
         131.56              3         204.11
         468.88              6         855.85
         386.38              4         522.60
         541.18              5         381.00
          84.74              3         549.62
        1137.53              8         282.01
          87.46              2         566.11
         318.61              5         556.30
          85.46              2         283.93
         599.67              6         645.98
          17.31              1         328.67
         695.07              9         410.05
         263.34              4         550.08
         711.91              6         823.35
         211.52              2         241.37
         970.18              6         602.18
          21.21              1         913.53
         459.80              5         599.23
         231.41              4         463.59
         241.98              4         283.28
         408.53              4         756.47
         401.25              5         404.07
         146.36              3         665.53
         595.75              5         751.73
        1087.77             10         497.14
         304.38              2         382.19
         800.70              5         320.48
         703.07              8         838.22
          65.00              2         402.39
         351.07              5         767.28
          48.09              1         758.62
         809.36              5        1006.94
         499.00              6         463.85
         514.56              5         382.90
         414.55              6         596.01
         183.11              3         725.27
         306.93              4         753.58
         311.53              4         823.99
          97.97              2         509.76
         187.59              3         628.93
         455.00              4         360.52
         321.73              4         771.32
         153.46              3         647.62
         226.29              4         467.41
        1279.60              8         378.80
         640.23              6         460.01
          44.85              1         459.28
         489.18              5         961.97
         182.81              3         253.09
         840.54              8         721.84
         177.57              3         233.52
         301.28              4         683.31
         149.54              3         499.22
         358.78              5         687.05
          99.90              2         461.00
        1109.21              9         274.99
         313.32              5         568.31
          12.87              0         402.73
          22.84              1         974.40
          99.81              3         556.80
         162.59              3         597.30
         266.64              5         406.22
         267.60              4         692.72
          34.26              1         387.72
         146.96              3         416.93
         488.81              5         658.33
         555.90              6         212.12
         454.62              6         268.54
         313.83              4         224.54
         513.32              6         464.71
         626.94              6         836.76
         419.11              6         464.27
         293.52              2         440.64
         625.43              6         367.20
         324.71              4         650.30
          44.45              1         989.08
          12.70              0         441.60
         230.47              4         412.14
          42.90              2         476.49
         555.49              5          97.31
         245.46              4         467.34
         586.33              7         435.72
         609.30              6         474.98
         984.79              7         480.84
         903.41              7         411.49
        1372.91              8         448.58
          42.09              2         299.47
          94.13              2         276.14
          64.46              1         605.26
         489.26              5         653.00
         103.05              2         114.16
         121.19              2         931.40
         237.51              3         419.39
        1329.27              7         335.78
         169.97              2         323.97
         739.19              8         299.80
         363.11              5         859.58
         126.05              3         692.87
         156.88              4         742.01
         949.54             10         332.16
         104.20              3         319.53
        1146.51             10         693.19
         104.24              3         835.52
         491.58              4         220.24
         133.66              2         432.30
         322.36              5         154.13
         586.91              7         610.05
         147.27              3         587.17
         368.54              4         832.67
        1150.16              8         171.59
         547.06              5         153.77
          84.73              2         370.35
        1486.94              9         497.18
         707.37              8         559.50
         703.94              6         163.46
          36.31              1        1081.49
         779.04              6         907.22
         218.89              3         515.37
         307.23              4         264.31
          80.88              2         388.40
         136.90              3         358.16
         387.64              5         321.59
         106.22              2         600.79
        1042.13              6         723.06
         182.87              3         312.08
         622.76              5         342.42
         155.83              3         686.47
         160.18              3         757.74
        1201.88              9          60.71
         426.70              4         674.66
         294.70              5         440.51
         409.83              4         429.56
         909.47              6         163.77
          42.38              2         762.70
         326.25              4         464.35
         534.26              7         674.72
           5.54              0         448.02
         211.18              3         310.89
         264.54              4         353.70
         147.59              3         506.34
        1429.93              8         567.05
          47.91              1         681.01
         150.80              3         538.35
         141.53              4         452.01
         690.59              8         531.29
         166.54              4         400.46
         338.20              4         266.71
         864.67              6         502.17
         138.63              3         382.52
          25.09              1         643.40
         688.52              7         376.74
         138.78              4         376.88
         154.22              3         246.68
         216.63              3         260.83
         324.52              5         592.02
         470.36              5         456.29
        1012.74              6         311.32
         246.47              4         476.66
         257.11              3         686.98
        1007.45              8        1190.82
         376.33              4         521.68
         399.12              5         327.85
         277.93              5         347.29
         221.30              3         694.52
         449.59              6         522.68
          42.24              1         470.08
          37.70              1         720.76
         281.02              5         275.08
         282.08              4         253.66
         791.33              8         307.53
          37.72              2         723.66
         545.06              5         328.67
         342.89              6         349.86
         516.27              5         679.08
         285.95              5         378.48
         553.21              7        1028.84
         834.76              7         316.38
         160.30              3         590.26
         489.46              5         327.05
         624.00              5         459.13
         230.52              3         826.55
          91.63              2         468.64
         447.37              4         298.53
         272.89              4         291.98
         187.10              4         573.17
          90.50              2         446.12
         289.31              5         453.91
         558.54              6         472.98
         210.67              4         274.93
         420.56              5         756.30
         187.98              4         481.86
         256.75              4         727.61
        1538.08              9         477.77
         196.60              3         388.05
          39.10              1         658.37
         527.01              4         542.42
         574.47              6         529.20
         297.95              5         927.82
          46.04              1         509.27
        1934.30              8         469.98
         224.35              4         304.18
         249.25              5         289.05
         401.72              4         417.89
         198.65              4         558.89
         141.63              2         373.07
         460.12              5         335.95
         218.00              4         415.58
          57.21              2         220.05
         102.43              3         486.37
         189.84              3         606.48
         254.57              3         742.35
         320.65              4         322.07
         251.16              3         511.61
         637.03              7         228.17
         295.34              3         586.73
         149.07              3         220.99
          77.17              2         452.99
         472.98              6         545.58
         626.13              7         453.64
         450.06              5        1181.07
          79.81              2         437.77
          24.32              1         462.98
         601.46              7         621.89
         628.90              5         403.28
         281.87              5         370.59
         546.81              6         513.85
         383.98              5         764.25
         194.01              3         344.94
         148.10              3         513.09
         581.46              4         374.80
           3.29              0         328.97
         523.16              4         467.63
         233.93              4         559.36
         291.90              5         433.08
         182.75              3         312.16
         288.01              4         198.76
          17.40              1         383.88
         590.08              5         248.50
          90.28              3         631.08
         890.78              7         473.09
         898.17              9         770.02
         218.34              4         937.38
         115.11              2         869.33
         315.72              3         278.96
         307.27              5         351.53
         637.27              7         303.86
         259.53              3         445.83
         372.72              5         572.44
         444.38              5         391.60
         408.34              5         596.99
         597.43              6         304.09
         288.82              4         657.68
         166.29              2         499.45
         180.74              4         805.28
          84.11              2         770.09
         283.02              5         384.01
         207.95              4         467.25
         104.73              2         455.71
         179.88              4         542.02
         430.22              4         438.82
          54.75              2         845.53
         107.80              3         592.45
         484.19              5         574.23
         158.09              3         805.11
         313.54              3         579.28
         385.97              4         641.36
         260.44              4         455.71
         371.47              6         572.06
         466.92              5         377.24
        1262.72             10         550.35
          60.12              2         469.81
         160.41              2         243.77
        1078.79             10         474.88
         744.65              8         528.80
         854.84              8         227.80
          44.58              2         540.35
         200.36              4         174.07
         461.21              6         505.97
         694.54              7         341.84
          47.07              1         723.80
         594.06              6         339.10
         154.32              3         485.10
         159.27              2         783.21
         237.83              4         276.49
         601.95              7         510.00
        1460.59              9         396.10
         130.95              3         306.43
         493.61              7         910.22
         826.01              6         604.92
         168.75              3         447.68
         501.88              6         399.43
          86.56              2         375.95
        1673.38             11         230.94
         230.85              2         511.02
         209.44              4         233.45
         834.49              7         436.76
          74.32              2         481.59
        1277.86              8         526.73
         411.49              4         996.85
         289.90              4         654.41
         751.84              8         654.50
         240.77              2         676.83
         147.25              3         643.69
         397.41              5         493.65
         246.92              4         345.63
         149.87              3         788.36
         279.40              4         774.77
         284.73              4         263.77
         172.03              2        1149.53
          68.07              2         640.93
          58.23              1         738.38
         551.22              6         640.17
         211.64              4         781.39
         561.72              7         541.71
         138.31              3         330.75
         927.83              7         704.49
         112.50              2         258.02
          82.19              2          57.24
         197.83              4         123.34
         166.02              2         291.41
         142.84              3         411.67
         328.34              3         220.53
         424.99              6         534.08
         602.83              5         251.57
         166.32              2         854.68
         313.42              4         435.64
         197.74              4         662.02
         285.12              4         496.38
         827.49              6         609.92
         327.96              4         629.69
         476.16              4         255.98
         279.08              4         352.54
         197.24              3         760.32
         208.54              4         439.97
          60.88              2         952.64
         164.14              4         384.05
         732.29              7         371.98
         556.79              5         823.60
         132.94              3         531.72
         273.59              3         294.69
         673.02              7         464.97
         565.95              7         419.10
         490.42              4         471.55
         344.44              6         306.06
         175.06              3         320.61
         204.11              4         383.65
         363.58              4         479.15
         135.16              3         427.89
         952.74              6         978.91
         566.15              7         617.51
         145.38              2         554.18
         151.78              3         804.83
         492.12              3          98.04
         681.00              6         557.13
         412.03              5         652.06
         473.06              5          89.29
         254.22              4         206.82
         131.64              2         724.05
          37.75              1         335.68
         565.69              7         580.73
         461.56              5         561.42
         667.54              8         345.33
         133.06              2         736.65
         118.23              1         514.75
         106.96              2         447.57
          75.97              1         465.51
        1097.07              8         305.10
        1482.55             11         446.07
         496.73              6         570.33
         318.02              3         632.71
         222.60              3         243.25
         156.33              3         344.18
         800.35              8         158.33
          16.28              1         463.02
         459.26              4         229.27
         722.73              8         414.09
          43.73              2         565.63
        1322.77              9         655.54
          84.94              2         527.22
         145.53              2         717.34
         476.36              4         282.12
         649.25              4         488.54
         195.95              3         744.70
        1242.21              8         931.22
         508.18              5         536.07
         582.86              6         301.62
         423.28              5         313.62
         581.97              7         265.35
         226.70              3         479.06
         218.80              3         510.31
         331.66              5         613.34
        1127.10              8         223.05
         206.57              3         523.26
         278.85              5         570.38
         476.64              4         471.35
         761.54              6         607.94
         259.43              3         904.98
         171.77              3         288.10
         510.86              5         391.07
         321.89              4         178.14
         420.21              4         383.28
         210.70              3         454.64
          86.28              2         235.09
         507.63              5         496.00
         711.86              7         170.68
          17.67              0         480.57
         300.69              3         392.87
        1092.95              9         155.33
         341.47              4         557.45
         409.16              5         366.30
