 #No_Constraint #No_Constraint #No_Constraint
   #Erot(W)cm-1             #J    #Speed(m/s)
         400.99              5         789.29
         297.38              5         190.28
          56.39              2         262.26
          98.27              2         718.41
         126.11              2        1114.45
         309.16              5         535.98
         432.39              5         796.63
         526.09              4         268.27
         307.11              5         515.24
        2131.88              8         329.40
         370.86              5         226.41
         217.80              3         524.09
          97.53              2         466.92
         151.53              2         351.55
         177.04              3         673.00
         397.40              5         642.90
         261.17              4         555.13
         607.14              7         864.11
          43.73              2         521.44
         574.37              5         334.96
          22.89              1         271.02
         280.26              5         558.87
         401.89              6         537.61
         187.26              2         741.96
          47.48              1         387.10
         316.92              4         478.53
         542.21              6         293.04
         339.51              5         756.72
         815.22              8        1138.41
         520.67              4         288.98
         185.84              3         521.05
         321.12              4         637.44
         323.10              4         472.04
         589.05              5         669.99
         245.33              5         454.61
         662.56              5         597.81
         240.93              3         366.14
         794.05              8         320.87
          43.18              1         462.09
         171.03              4         740.75
         250.94              3         211.34
         163.55              2         707.74
          98.06              2         550.29
         135.65              2         752.88
         514.56              5         385.85
         340.86              4         411.21
         316.85              4         519.57
         206.73              4         446.34
         383.95              6         771.76
         843.44              7         322.88
         202.61              4         308.55
         147.32              3         406.12
         293.39              5         434.66
         428.22              4         760.73
         462.85              5         373.42
        1079.55             10         485.80
         847.39              8         614.35
          33.65              1         258.42
         397.27              4         743.08
         357.59              4         517.01
         173.93              3         240.08
         207.13              3         315.90
         241.49              3         509.53
         491.27              6         706.61
         437.62              5         151.83
         537.52              6         313.53
         395.67              4         399.74
         798.65              9         309.71
         559.39              7         334.96
         472.23              5         601.57
         280.02              5         396.60
         514.63              5         940.58
         238.98              4         188.80
         329.24              5         731.66
         200.20              4         581.03
         500.55              5         327.87
         527.03              6         717.14
          94.28              2         178.30
         251.08              4         292.41
         214.31              3         398.01
         502.56              6         160.62
          43.84              1         426.71
        1357.39              9         370.85
         818.62              8         746.62
         364.99              4         546.38
         149.02              3         899.56
          30.40              1         630.40
         710.52              6         774.55
          28.18              1         590.01
          14.65              1         412.66
         333.32              4         577.01
         559.65              7         475.96
         299.55              5         292.93
         315.68              5         255.15
         943.84              6         488.99
        1229.09              5         365.46
          63.79              1         562.52
         407.00              5         295.43
          93.53              3         231.67
          84.04              2         403.48
         299.28              3         348.57
         661.63              6         765.28
         949.71              8         480.17
         416.73              6         418.05
         348.93              4         455.82
         346.54              6         288.01
         207.09              3         288.43
          19.75              1         342.36
         209.73              3         354.16
         112.40              2         610.22
         182.42              3         764.79
         257.90              3         605.75
         831.07              8         223.89
         129.08              2         348.22
         118.40              2         451.26
        1005.42             10         423.46
         100.62              3         341.83
         195.79              4         788.09
         623.56              6         300.65
         649.67              7         757.62
         242.65              4         289.78
         269.90              3         656.32
         164.61              4         652.54
         800.25              9         499.30
          11.26              0         603.31
         536.73              7         630.34
         326.25              4         446.76
         509.04              6         318.90
         319.74              5         487.14
         375.75              5         998.31
          78.63              2         823.86
         290.07              3         752.10
        1203.37             11         487.51
         110.95              2         468.12
         778.81              7         622.56
         175.75              4         531.71
         372.24              5         510.22
         176.36              3         454.18
         457.12              6         508.19
         671.95              7         379.69
         181.47              2         490.55
         486.59              4         409.07
         198.63              3         243.95
         509.76              7         473.32
         437.00              6         283.30
         131.48              3         304.69
         394.79              5         443.83
         391.53              5         430.82
         455.57              4         343.23
         885.58              7         622.34
         877.78              5         209.97
         444.22              6         643.58
         446.49              6         379.45
         234.37              3         608.14
         153.54              3         417.76
         335.50              5         244.20
         296.07              4         856.65
         573.97              6         823.14
         151.12              3         482.02
         593.58              6         110.63
         825.72              6         352.70
         222.90              4         481.14
         377.27              5         824.74
         810.94              8         493.92
         183.02              3         194.29
         381.14              5         682.34
         694.18              7         509.02
         455.62              5         396.22
          49.77              1         378.40
         364.79              5         316.03
        1433.86              9         505.33
         282.05              4         436.61
         201.67              4         401.91
         190.67              4         298.21
        1012.46              6         448.43
         426.45              6         611.28
          79.99              2         327.08
         802.70              5         619.36
         496.03              6         361.94
         551.29              7         372.33
         377.41              5         811.08
         850.51              7         590.45
         662.13              7         369.72
         231.14              4         401.04
         145.51              3         598.34
         644.95              7         313.56
         307.99              4         352.00
         449.57              5         582.96
        1049.52              7         543.12
        1309.97             10         624.55
         177.09              3         518.61
         476.33              4         838.33
         180.54              4         612.33
         277.34              4         375.78
         651.62              7         679.26
         202.23              3         214.41
         230.84              4         715.36
         420.96              4         324.09
         152.03              3         709.79
         236.57              4         494.68
         500.33              7         239.19
         824.84              6         557.15
         102.68              3         678.70
         836.56              8         857.81
         280.24              4         276.53
          64.32              2         599.24
         101.23              3         704.34
         446.37              6         473.24
         467.44              6         351.03
         350.84              5         668.80
          30.03              1         914.42
         106.09              2         622.77
         345.81              5         527.53
         547.38              4         718.11
         231.57              4         200.79
         862.04              6         416.16
         643.20              7        1222.13
         281.95              4         750.00
         133.94              3         277.26
         623.72              6        1055.67
         445.32              7         279.47
         266.66              4         418.44
         445.59              5         633.04
         312.38              4         291.00
         124.48              2         271.10
         222.62              3         150.22
         415.99              5         412.33
         307.18              5         338.49
          71.93              2         517.34
         542.55              5         189.21
          60.16              1         355.79
         550.66              6         427.20
         173.71              4         387.49
        1247.55              9         284.36
          39.89              1         489.39
         358.21              5         517.83
          26.09              1         391.05
          59.08              2        1201.57
         304.36              5         815.00
         245.02              4         451.10
         188.35              2         282.34
         230.90              4         668.02
         679.23              8         155.41
         131.75              3         558.31
          94.88              2         423.84
          43.66              1        1100.60
         548.89              5         712.54
         297.31              3         645.82
         229.65              5         793.09
         331.54              4         572.33
         364.09              5         151.55
         299.44              4         547.87
         444.98              6         683.77
         161.83              2         236.44
         533.71              7         384.91
         343.61              5         894.04
         232.90              4         564.45
         300.52              3         962.26
         377.71              5          99.78
         319.86              5         585.76
         860.10              7         272.38
         297.70              5         645.93
         104.00              2         524.38
         461.38              4         176.99
         585.55              6         548.89
         986.57              8         486.65
         538.25              7         126.25
         242.36              4         243.36
         206.78              3         412.73
          30.43              1         192.45
         798.05              6        1115.58
         995.31             10         663.51
          72.43              2         511.33
         821.60              8         808.36
         439.46              5         164.41
         361.71              5         137.94
         453.24              4         457.53
         354.20              6         113.29
         764.23              6         458.18
         349.50              5         609.12
          25.15              1         587.89
         527.15              5         635.48
         239.36              3         352.61
         168.91              4         432.34
         389.45              4         529.64
         258.17              3        1109.48
         270.49              4         445.50
         607.48              4         858.91
        1325.84              8         744.66
         401.73              5         380.12
         255.25              3         354.65
         563.67              5         539.47
         815.81              8         571.33
         164.53              4         634.62
          62.77              1         289.18
         802.69              6         411.29
         530.69              5         880.92
        1092.46              6         561.29
          52.54              2         288.80
         239.13              4         598.30
          87.96              2         430.46
         271.33              3         615.25
         285.19              5         409.79
         275.48              4         489.34
         252.93              4         573.90
         158.24              3         553.82
         806.35              5         576.10
        1136.05             10         674.29
         180.53              4         560.39
         293.04              4         493.57
         123.07              2         553.08
         360.37              5        1103.92
         709.87              6         507.93
         641.75              5         240.46
        1462.50              8        1102.91
         642.04              7         572.98
         534.16              4         247.06
         264.83              4         580.23
        1049.46              5         214.05
         403.89              5         690.87
          35.88              1         892.31
         279.10              5         246.19
         521.40              6         260.50
         163.96              3         622.79
         476.56              5         335.41
         368.98              5         228.53
         357.66              6         356.40
         798.24              8         268.99
         819.66              8         274.11
         153.01              3         769.27
           5.47              0         325.96
         485.86              5         561.50
          17.53              1         446.69
         393.59              6         484.25
        1774.78             13         460.23
         139.71              3         337.74
         265.20              5         625.55
         324.75              4         493.27
         712.09              7         637.22
          55.47              1         903.78
         388.79              4         555.96
         276.76              4         303.01
         289.28              4         766.35
         149.42              2         558.41
          32.23              1         613.32
         141.76              3        1445.53
         456.24              7         486.85
          76.67              2         554.79
         154.34              3         581.79
          98.72              2         260.52
         334.31              5         797.16
         247.12              4         363.66
         181.95              3         520.37
         112.33              2         397.95
         356.75              4         511.00
         252.16              4         227.20
         530.68              6         441.22
         184.80              2         414.13
         483.70              5         772.29
         262.24              3         572.59
         852.60              8         454.30
         165.30              3         624.88
         562.97              6         470.09
         276.70              4         327.02
         212.86              4         441.81
         124.18              2         983.80
         292.50              4         852.58
         313.08              4         652.52
         330.94              4         351.85
        1157.13             10         601.10
           8.17              1         821.48
          73.61              2         712.03
         616.71              7         379.22
         459.36              5         772.69
          51.38              2         509.94
         126.45              2         582.90
         153.87              2         492.63
         410.06              6         302.34
        1074.72              9         369.78
         332.25              5         257.47
         574.04              6         483.38
         381.78              5         354.49
         259.28              4         571.17
         400.46              4         332.60
          55.89              2         467.69
         211.22              4         779.19
         166.76              2         436.46
         249.18              4         630.57
         792.66              6        1206.85
         656.34              5         331.16
          85.11              2         323.34
         105.18              2         248.84
         617.02              7         431.50
         464.99              6         410.99
         855.65              7         272.70
         191.74              2         294.24
         607.25              5         531.01
         262.32              3         433.21
           7.94              0         297.36
        2686.38             17         427.96
         322.46              3         429.55
         189.68              3         342.33
         734.87              5         242.77
         551.58              6         277.54
         600.74              7         756.78
         319.69              5         414.21
         492.62              7         450.95
         209.81              4         289.50
         152.12              3         711.62
         379.11              5         566.47
         139.88              2         446.23
         559.83              7         163.84
         277.50              4         434.39
         357.05              5         907.62
         230.17              5         349.82
         588.49              5         371.35
         565.14              5         381.84
         507.73              4         958.73
         428.27              6         433.62
         551.31              5         275.87
         399.76              5         346.98
         210.96              3         530.84
         149.25              4         524.53
          35.47              1         346.84
         153.35              3         368.20
         747.00              7         450.83
         208.67              4         686.80
         454.07              5         316.73
         380.26              4         609.77
         646.53              6         442.29
         340.89              6         477.57
          97.01              2         727.15
         141.80              2         397.62
         337.44              6         471.12
        1391.20              7        1052.00
         480.70              4         756.97
         424.97              4         561.99
        1305.56              8         376.59
         222.81              3         177.49
         100.28              2         539.61
         981.58              8         102.77
         367.17              5         254.92
         245.86              5         670.56
        1398.77              7         653.38
          64.60              2         536.68
         589.08              6         280.72
         687.32              5         363.20
         369.24              5         538.50
         213.13              3         170.36
         532.99              5         486.18
         261.11              5         346.70
         119.87              3         504.09
          20.23              1         556.90
         878.77              9         819.47
         149.46              3         753.62
         516.71              5         718.88
         761.81              7         440.30
         268.21              5         418.05
         333.70              3         795.05
          63.46              2        1039.96
         257.14              4         368.06
         303.00              4         639.75
          70.11              2         245.16
          78.53              3         187.30
         119.54              3         706.28
         273.16              3         598.13
         166.62              3         396.73
         288.52              4         588.90
         123.09              3         843.58
         102.19              2         207.12
         554.98              5         185.76
         201.77              4         348.92
         347.82              3         825.09
         517.03              6         409.48
         388.87              4         231.19
         261.57              3         257.90
         732.46              7         504.07
         332.08              4         822.57
         508.39              7         554.13
          40.04              1         533.72
         125.22              3         436.83
         101.55              3         664.88
         177.42              2         356.48
         182.12              3         562.93
         644.33              6         535.50
         411.57              4         236.08
         475.04              6         915.40
         667.25              6         393.46
         998.83              9         170.49
         468.73              6        1007.09
         516.66              4         569.91
          51.56              2         617.03
         301.18              3         718.99
         131.91              2         627.26
         721.29              8         198.50
         921.25              7         432.39
         655.53              6         442.52
         351.29              5         509.92
          80.51              2         611.56
         290.81              4         670.32
         270.96              4         361.97
         761.47              6         362.69
         215.99              3         448.53
         235.39              3         448.20
          89.15              3         658.25
         189.38              4         795.97
         235.66              4         423.03
         136.67              3         151.73
         559.41              6         696.71
         194.48              4         510.35
          94.82              3         355.26
          52.47              2         269.65
          85.10              1         740.26
          86.29              2        1017.89
         194.83              4         493.39
         365.01              5         189.79
         223.93              4         511.30
        1312.51              7         519.31
         839.18              7         232.98
         320.20              4         616.40
          10.82              1         668.76
         491.85              5         774.23
         337.34              5         692.26
        1136.21              8         578.58
          20.07              1         246.96
         390.31              6         432.74
         236.61              5         495.25
         650.71              6         534.05
         608.38              6         528.21
         420.43              5         616.71
         276.72              3         742.67
         770.15              7         496.57
         543.98              6         431.65
         193.24              3         837.35
         287.36              5         227.00
        1256.65              7         408.30
         410.96              6         673.51
         473.94              6         805.13
         384.00              6         944.17
         651.08              6         185.70
         649.35              5         505.24
         105.32              2         540.91
         397.59              4         847.41
         309.12              3         264.50
         813.78              6         527.34
         846.86              6         546.58
        1109.46              8         550.59
         220.09              4         262.16
        1030.71              8         621.85
         465.45              6         394.27
         286.86              4         823.54
         326.74              4         698.10
         131.57              3         598.57
         296.83              5         577.63
         213.88              3         528.58
         366.11              4         222.28
         615.30              6         336.15
         396.82              5         316.39
        1017.08              7         315.55
         349.51              5         372.96
         210.77              4        1055.79
         233.48              3         342.03
          36.94              1         484.66
         263.23              4         474.45
        1076.70              7         409.05
           2.53              0         118.53
         464.09              4         321.48
         185.16              4         570.55
         416.68              6         957.44
         654.45              7         522.48
         948.42              5         565.17
         148.60              3         201.69
         390.53              5         398.89
          49.17              2         361.49
         653.99              5         613.95
         362.80              4         741.41
         844.41              9         402.26
         151.56              3         526.56
         664.58              6         660.45
         293.68              4         393.95
         536.81              6         473.69
         264.82              3         730.49
          52.06              2         544.45
          95.27              2         402.91
         634.30              6         199.55
         719.27              8         441.77
         547.16              6         507.71
         282.54              3         792.01
         286.79              4         601.69
         281.15              3         556.84
         107.44              2         296.71
         537.33              6         626.99
          90.50              2         675.61
         123.76              2         463.48
         685.80              7         830.70
         782.93              8         170.27
         311.34              5         538.61
         272.09              3         180.85
         176.15              3         473.72
         273.98              4         358.37
         312.69              3         452.59
         185.66              4          90.72
         703.81              6         360.96
         175.53              3         338.74
          11.65              1         434.38
         114.60              2         644.80
         363.28              6          72.39
         228.81              3         677.25
         362.36              4         457.40
         123.08              2         361.80
         186.23              4         843.86
         183.03              3         123.13
         668.61              6         393.70
         182.97              4         337.99
         291.86              4         579.85
         546.57              6         344.33
         506.07              5         381.41
         446.08              4         719.98
         317.34              5         479.63
         151.77              3         654.89
         207.48              4         333.71
        1104.42              8         498.88
         135.24              3         614.78
         418.33              4         369.89
          99.75              2         396.52
         368.15              4         410.16
         133.95              2         565.00
        1053.72              7         877.58
         448.64              6         531.16
         199.84              2         493.80
         197.94              4         402.54
          22.20              1         552.94
        1064.33              8         381.66
         395.76              3         444.78
          81.75              2         249.54
         158.59              2         367.44
        1010.40              6         325.27
          68.90              2         560.01
         393.94              4         676.96
         521.54              4         250.11
         356.34              5         557.20
         429.62              6         396.92
         403.61              5         242.66
         336.14              6         232.43
         667.72              5         400.25
         199.57              4        1082.03
         200.40              2         589.21
         459.36              5         227.86
         838.36              7         282.61
         430.08              6         498.84
        1159.44              7         526.63
         361.08              5         535.20
          79.35              2         883.28
         349.10              5         567.44
          99.10              3         248.52
         220.48              4         282.95
         286.25              3         493.00
          24.97              1         298.74
         182.68              3         489.20
        1168.68              8         602.65
         642.30              6         364.61
         858.36              9         439.87
         195.34              4         565.93
         339.86              4         392.79
          99.32              2         420.60
         566.66              5         474.53
          53.52              1         879.77
          27.55              1         687.42
         201.99              3         817.55
        1401.15              7         434.57
         205.98              3         345.24
         116.91              2         273.04
         146.06              3         220.33
         180.23              2         637.40
         724.67              5         894.32
         609.42              6         388.02
         240.80              3         700.47
        1181.88              9         429.99
         207.09              3         970.68
         241.94              4         445.40
         216.91              3         418.82
         972.11              6         647.35
          49.30              2         162.82
         301.94              5         495.56
         291.62              4         557.06
         373.79              5         360.88
         726.34              9         401.19
         372.42              5         583.02
        1064.62             10         216.81
         415.44              6          95.55
         527.87              4         596.76
          56.79              1         502.79
         450.74              5         345.15
          67.91              2         799.63
         309.31              4         154.97
        1019.22              7         739.44
         144.51              3         434.46
         527.67              5         334.34
         270.33              5         548.27
          98.35              2         495.65
         192.00              4         595.01
          98.26              3         465.24
         211.53              3         426.45
         334.41              4         460.81
         376.07              6         264.94
         693.45              6         329.30
         393.26              4         185.55
         117.24              2        1059.47
         187.00              3         501.69
        1342.91             12         627.64
         621.06              5         467.51
         570.80              7         399.73
         260.07              3         518.03
         477.38              6         547.79
         137.16              2         556.86
         200.07              4         266.10
         292.21              3         918.84
         520.34              7         508.50
          90.32              2         420.66
         723.69              7         402.69
         171.39              2         398.25
          26.79              1         569.14
        1104.34              7        1024.15
         579.56              7         592.65
         262.07              4         624.58
         190.41              4         411.99
          49.66              1         338.79
         864.67              6         465.68
          57.18              2         814.67
         186.36              3         171.05
         871.20              6         104.94
           8.27              0         863.58
         216.78              2        1104.79
         814.34              5         434.11
         139.47              3         414.48
         301.28              5         323.75
         186.39              4         636.57
         368.21              6         220.88
          81.12              2         527.77
         915.70              7         616.56
         219.87              4         352.02
        1697.92             11         472.64
         242.75              4         443.96
         608.52              7         688.53
          52.45              2         561.88
         278.51              5         525.47
         134.02              3         781.56
         233.09              2        1061.32
         167.46              3         589.66
         247.42              4         578.14
         302.90              5         604.11
         746.01              5         543.07
         160.84              3         699.88
         556.18              5         647.15
         119.67              3         821.07
         143.00              3         286.44
         364.61              4         388.78
         320.53              4         436.72
         787.11              7         573.16
         460.69              5         873.15
         404.47              4         727.69
         177.03              2         479.72
         226.23              4         433.64
         293.91              4         505.05
          17.16              1         641.85
         548.21              6         419.21
         438.31              3         504.18
          93.40              2         217.63
         115.40              2         436.11
         145.38              3         638.48
         601.12              7         108.69
          18.24              1         514.99
         335.60              4         311.56
         594.33              6         353.03
          47.01              2         281.71
         174.04              2         304.19
          87.08              3         289.21
         144.06              3         348.36
        1051.71              5        1089.81
         302.89              5         152.42
          99.53              2         230.74
         177.52              3         360.31
          72.40              2         685.76
         245.04              3        1112.46
         535.02              7         717.88
         134.37              3         604.45
          72.07              2         217.48
         144.73              2         370.34
         785.37              6         179.23
         426.00              5         348.87
         141.71              3         398.47
         281.24              4         851.90
         216.67              4         377.98
        1244.10             10         452.83
         480.69              4        1152.58
         166.11              3         542.90
         318.30              5         658.15
         146.00              3         255.38
         888.67              7         226.58
         131.93              3         280.57
         423.45              5         679.60
         387.90              4         662.07
        1195.94              8        1210.39
         912.30              7         642.66
         188.06              4         552.97
         385.54              4         468.51
          65.56              2         355.81
         199.30              3         485.43
         222.55              4         597.96
         212.30              4         457.90
         217.22              3         249.04
         382.19              5         502.37
         762.47              9         299.61
         180.61              3         284.79
         363.02              4         462.76
         522.43              6         622.76
         109.40              2         555.55
         459.40              6         394.87
         531.38              6         356.92
         323.00              4         573.22
         153.58              3         221.91
         321.20              6         755.17
         758.32              8         473.80
          71.15              2         583.06
         336.83              6         523.79
         506.97              6         390.22
         575.77              6         630.71
         700.60              6         749.68
         113.66              2         617.33
         252.45              4         309.16
         193.95              3         215.61
         554.66              5         304.15
         526.76              5         454.80
         558.08              5         687.64
         232.91              4         445.27
         354.34              3         168.79
         526.31              6         683.36
          90.94              2         697.25
         283.67              4         652.62
         302.46              5         215.23
         371.86              5         674.36
         666.63              7         459.72
         295.26              5         513.03
         478.09              6         407.80
         949.93              9         933.07
          13.03              1         358.62
          80.71              2         673.44
         375.45              4         459.37
         278.23              4         273.19
         167.84              3         382.91
         664.45              4         466.76
          28.46              1         406.99
          22.42              1         676.92
         110.11              3        1059.34
         811.30              7         802.31
          34.47              1         418.98
         291.29              4         553.65
          32.43              1         338.91
         602.92              6         519.55
         170.42              3         655.57
         276.72              4         137.77
           8.70              0         582.01
         460.63              6         277.12
          33.86              1         598.92
          67.85              2         181.87
         365.10              3         213.66
         243.97              4         635.27
